"","Status","Point","Responsible.Agency","Address","Request.Details"
"6623","Closed","(37.7295966810908, -122.493469922071)","RPD Park Service Area 4 Queue","Intersection of LAKE MERCED BLVD and SUNSET BLVD","Damaged_vandalism"
"6624","Closed","(37.727380096597, -122.432185354282)","DPW Ops Queue","18 AVALON AVE, SAN FRANCISCO, CA, 94112","Hanging_limb"
"6625","Closed","(37.726137256529, -122.46060030692)","DPW Ops Queue","36 DORADO TER, SAN FRANCISCO, CA, 94112","Damaged_vandalism"
"6626","Closed","(37.774834938534, -122.478312850891)","DPW BUF Queue","1818 CABRILLO ST, SAN FRANCISCO, CA, 94121","Other"
"6627","Open","(37.776777461754, -122.413755445544)","DPW Ops Queue","1235 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6628","Closed","(37.762072891402, -122.465311184328)","DPW Ops Queue","301 JUDAH ST, SAN FRANCISCO, CA, 94122","Other"
"6629","Open","(37.714224760012, -122.448588751949)","DPW Ops Queue","2670 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","Property_damage"
"6630","Closed","(37.7760757586829, -122.416915813751)","DPW Ops Queue","Intersection of 10TH ST and STEVENSON ST","Damaged_vandalism"
"6631","Closed","(37.7612895823341, -122.428354118317)","DPW Ops Queue","Intersection of 18TH ST and CHURCH ST","Fallen_tree"
"6632","Open","(37.780743266215, -122.438549124051)","DPW Ops Queue","1830 EDDY ST, SAN FRANCISCO, CA, 94115","Lifted_sidewalk_tree_roots"
"6633","Closed","(37.709187643759, -122.431902046076)","DPW BUF Queue","Intersection of BALTIMORE WAY and NAYLOR ST","Weeding"
"6634","Closed","(37.7780083284288, -122.458637932595)","DPW Ops Queue","Intersection of ARGUELLO BLVD and EDWARD ST","Near_communication_line"
"6635","Closed","(37.777750132833, -122.458811655438)","DPW Ops Queue","699 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118","Near_communication_line"
"6636","Closed","(37.752585078288, -122.414595528776)","DPW Ops Queue","3122 24TH ST, SAN FRANCISCO, CA, 94110","Other"
"6637","Closed","(37.752429274045, -122.413238981762)","DPW Ops Queue","3049 24TH ST, SAN FRANCISCO, CA, 94110","Other"
"6638","Closed","(37.752457936149, -122.412311272328)","DPW Ops Queue","9 BALMY ST, SAN FRANCISCO, CA, 94110","Other"
"6639","Closed","(37.752524365971, -122.411659182147)","DPW Ops Queue","2987 24TH ST, SAN FRANCISCO, CA, 94110","Other"
"6640","Closed","(37.784271542013, -122.418375665198)","DPW Ops Queue","730 ELLIS ST, SAN FRANCISCO, CA, 94109","Fallen_tree"
"6641","Closed","(37.762953799778, -122.430941690342)","DPW Ops Queue","3802 17TH ST, SAN FRANCISCO, CA, 94114","Pruning_request"
"6642","Closed","(37.801777708506, -122.404419856867)","DPW Ops Queue","1360 MONTGOMERY ST, SAN FRANCISCO, CA, 94133","Hitting_window_or_building"
"6643","Closed","(37.752571612232, -122.414815746406)","DPW Ops Queue","3132 24TH ST, SAN FRANCISCO, CA, 94110","Other"
"6644","Closed","(37.789556958981, -122.41251744279)","DPW Ops Queue","925 BUSH ST, SAN FRANCISCO, CA, 94102","Pruning_request"
"6645","Closed","(37.7885982500451, -122.413541350782)","DPW Ops Queue","Intersection of JONES ST and SUTTER ST","Other"
"6646","Closed","(37.8007369401117, -122.406800980367)","DPW Ops Queue","Intersection of UNION ST and VARENNES ST","Damaged_vandalism"
"6647","Closed","(37.759375312343, -122.435251969543)","DPW Ops Queue","4134 19TH ST, SAN FRANCISCO, CA, 94114","About_to_fall"
"6648","Closed","(37.786382800475, -122.429061310909)","DPW Ops Queue","1745 SUTTER ST, SAN FRANCISCO, CA, 94115","Other"
"6649","Closed","(37.755113798, -122.450696496)","DPW Ops Queue","Intersection of FARVIEW CT and FREDELA LN","Other"
"6650","Closed","(37.717451953, -122.447676527)","DPW Ops Queue","Intersection of NAHUA AVE and OTEGA AVE","Other"
"6651","Closed","(37.717196779057, -122.44803402697)","DPW Ops Queue","266 OTTAWA AVE, SAN FRANCISCO, CA, 94112","Other"
"6652","Closed","(37.8005869103251, -122.408009817715)","DPW Ops Queue","Intersection of CADELL PL and UNION ST","Pruning_request"
"6653","Closed","(37.766777302594, -122.416146409089)","DPW Ops Queue","1417 15TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6654","Open","(37.788186346546, -122.401620958721)","DPW BUF Queue","2 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105","Other"
"6655","Closed","(37.777986491326, -122.415516623917)","DPW Ops Queue","1255 MARKET ST, SAN FRANCISCO, CA, 94103","Hanging_limb"
"6656","Closed","(37.7900815092425, -122.43913603195)","DPW Ops Queue","Intersection of SCOTT ST and CLAY ST","Pruning_request"
"6657","Closed","(37.775947423365, -122.416657318256)","DPW Ops Queue","29 10TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6658","Closed","(37.752322114483, -122.419089640737)","DPW Ops Queue","3324 24TH ST, SAN FRANCISCO, CA, 94110","Other"
"6659","Closed","(37.739330612298, -122.47987048826)","DPW Ops Queue","2593 23RD AVE, SAN FRANCISCO, CA, 94116","Blocking_sidewalk"
"6660","Closed","(37.7760757586829, -122.416915813751)","DPW Ops Queue","Intersection of 10TH ST and STEVENSON ST","Property_damage"
"6661","Closed","(37.782488957968, -122.436760200473)","DPW Ops Queue","1939 OFARRELL ST, SAN FRANCISCO, CA, 94115","Pruning_request"
"6662","Closed","(37.781950407389, -122.510790132144)","DPW Ops Queue","2500 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121","Pruning_request"
"6663","Closed","(37.765893409341, -122.430271745242)","DPW Ops Queue","2079 15TH ST, SAN FRANCISCO, CA, 94114","Pruning_request"
"6664","Open","(37.780743266215, -122.438549124051)","DPW Ops Queue","1830 EDDY ST, SAN FRANCISCO, CA, 94115","Lifted_sidewalk_tree_roots"
"6665","Closed","(37.766428279241, -122.45155630445)","DPW Ops Queue","455 FREDERICK ST, SAN FRANCISCO, CA, 94117","Pruning_request"
"6666","Closed","(37.73488206936, -122.455310187085)","DPW Ops Queue","1 BURLWOOD DR, SAN FRANCISCO, CA, 94127","Property_damage"
"6667","Open","(37.781950407389, -122.510790132144)","RPD NSA Queue","2500 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121","Pruning_request"
"6668","Closed","(37.76917183303, -122.451642524226)","DPW Ops Queue","1797 HAIGHT ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"6669","Open","(37.803660461944, -122.407182132325)","DPW Ops Queue","336 LOMBARD ST, SAN FRANCISCO, CA, 94133","Empty_tree_basin"
"6670","Closed","(37.771159525417, -122.410532550148)","DPW Ops Queue","447 10TH ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6671","Closed","(37.721464013834, -122.402270957892)","DPW Ops Queue","898 GIRARD ST, SAN FRANCISCO, CA, 94134","Damaged_vandalism"
"6672","Closed","(37.760236353561, -122.425678081843)","DPW Ops Queue","583 DOLORES ST, SAN FRANCISCO, CA, 94110","Other"
"6673","Closed","(37.760226006365, -122.464833282726)","DPW Ops Queue","1506 8TH AVE, SAN FRANCISCO, CA, 94122","Other"
"6674","Closed","(37.7837854279714, -122.487150794499)","DPW Ops Queue","Intersection of CALIFORNIA ST and 27TH AVE","Blocking_traffic_signal"
"6675","Closed","(37.748151783994, -122.422709174411)","DPW Ops Queue","1440 GUERRERO ST, SAN FRANCISCO, CA, 94110","Hitting_window_or_building"
"6676","Closed","(37.7481655821169, -122.418221233385)","DPW BUF Queue","Intersection of CESAR CHAVEZ ST and MISSION ST","Weeding"
"6677","Closed","(37.76414565344, -122.461327269285)","DPW Ops Queue","335 IRVING ST, SAN FRANCISCO, CA, 94122","Other"
"6678","Closed","(37.776847789025, -122.413855926638)","DPW Ops Queue","1239 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6679","Closed","(37.765803470235, -122.426377016843)","DPW Ops Queue","227 DOLORES ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6680","Closed","(37.7905652394825, -122.405573712532)","DPW Ops Queue","Intersection of BUSH ST and GRANT AVE","Property_damage"
"6681","Closed","(37.722002843775, -122.455945161238)","DPW Ops Queue","1106 PLYMOUTH AVE, SAN FRANCISCO, CA, 94112","Damaged_vandalism"
"6682","Closed","(37.7796576989085, -122.409283556983)","DPW Ops Queue","Intersection of MINNA ST and RUSS ST","Damaged_vandalism"
"6683","Closed","(37.779854221594, -122.409862367377)","DPW Ops Queue","1045 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6684","Closed","(37.779218909738, -122.409704181173)","DPW Ops Queue","573 MINNA ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6685","Closed","(37.779376837083, -122.409502197746)","DPW Ops Queue","563 MINNA ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6686","Closed","(37.779854221594, -122.409862367377)","DPW Ops Queue","1045 MISSION ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6687","Open","(37.74711323529, -122.485788816188)","DPW Ops Queue","2159 28TH AVE, SAN FRANCISCO, CA, 94116","Lifted_sidewalk_tree_roots"
"6688","Closed","(37.780346657153, -122.408513262468)","DPW Ops Queue","518 MINNA ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6689","Closed","(37.774854835364, -122.419448841774)","DPW Ops Queue","1525 MARKET ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6690","Closed","(37.7743253825375, -122.417104232083)","DPW Ops Queue","Intersection of 11TH ST and MISSION ST","Damaged_vandalism"
"6691","Closed","(37.777167748555, -122.417030636556)","DPW Ops Queue","1390 MARKET ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6692","Closed","(37.7523798578424, -122.442524644393)","DPW Ops Queue","Intersection of 23RD ST and GRAND VIEW AVE","Other"
"6693","Closed","(37.724200358357, -122.472346078965)","DPW Ops Queue","800 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94127","Damaged_vandalism"
"6694","Closed","(37.753466620633, -122.508356482177)","DPW Ops Queue","1766 GREAT HWY, SAN FRANCISCO, CA, 94122","Property_damage"
"6695","Open","(37.7226268393909, -122.417914515783)","RPD Park Service Area 3 Queue","Intersection of OXFORD ST and WAYLAND ST","Other"
"6696","Closed","(37.776292903873, -122.418191867636)","DPW Ops Queue","1400 MARKET ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6697","Open","(37.787556841, -122.472847816)","RPD Park Service Area 1 Queue","Intersection of BROWN ST and WYMAN AVE","Pruning_request"
"6698","Closed","(37.719639297118, -122.462099204611)","DPW Ops Queue","80 ASHTON AVE, SAN FRANCISCO, CA, 94112","Hanging_limb"
"6699","Closed","(37.7146944670787, -122.485229080439)","DPW BUF Queue","Intersection of BROTHERHOOD WAY and LAKE MERCED BLVD","Weeding"
"6700","Closed","(37.720865609676, -122.430993514968)","DPW Ops Queue","601 PERSIA AVE, SAN FRANCISCO, CA, 94112","Pruning_request"
"6701","Closed","(37.799485333764, -122.410853200248)","DPW Ops Queue","1609 POWELL ST, SAN FRANCISCO, CA, 94133","Pruning_request"
"6702","Closed","(37.7237165283908, -122.437439134347)","DPW Ops Queue","Intersection of ALEMANY BLVD and OCEAN AVE","Dead_tree"
"6703","Closed","(37.749041248659, -122.465172340988)","DPW Ops Queue","10 MENDOSA AVE, SAN FRANCISCO, CA, 94116","About_to_fall"
"6704","Closed","(37.7905652394825, -122.405573712532)","DPW Ops Queue","Intersection of BUSH ST and GRANT AVE","Damaged_vandalism"
"6705","Closed","(37.765044756777, -122.417953486681)","DPW Ops Queue","2921 16TH ST, SAN FRANCISCO, CA, 94103","Other"
"6706","Closed","(37.787112442588, -122.44024986691)","DPW Ops Queue","Intersection of PINE ST and DIVISADERO ST","Blocking_street_lights"
"6707","Closed","(37.715185439821, -122.388938763337)","DPW BUF Queue","726 JAMESTOWN AVE, SAN FRANCISCO, CA, 94124","Weeding"
"6708","Closed","(37.753669505472, -122.403589579961)","DPW Ops Queue","1260 VERMONT ST, SAN FRANCISCO, CA, 94110","Other"
"6709","Closed","(37.7986968432556, -122.407869510711)","DPW Ops Queue","Intersection of VALLEJO ST and COLUMBUS AVE","About_to_fall"
"6710","Open","(37.779176786064, -122.456274738844)","DPW Ops Queue","26 ROSSI AVE, SAN FRANCISCO, CA, 94118","Lifted_sidewalk_tree_roots"
"6711","Closed","(37.7089272343445, -122.422265144915)","DPW Ops Queue","Intersection of CIELITO DR and GENEVA AVE","Other"
"6712","Closed","(37.761056494739, -122.444427483634)","DPW Ops Queue","75 MARS ST, SAN FRANCISCO, CA, 94114","Pruning_request"
"6713","Open","(37.76237128525, -122.482256340607)","DPW Ops Queue","1350 24TH AVE, SAN FRANCISCO, CA, 94122","Pruning_request"
"6714","Closed","(37.78899293388, -122.445893384975)","DPW Ops Queue","1951 LYON ST, SAN FRANCISCO, CA, 94115","About_to_fall"
"6715","Open","(37.787351225171, -122.459099825826)","DPW Ops Queue","154 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118","Other"
"6716","Open","(37.772270999985, -122.430255933762)","DPW Ops Queue","494 HAIGHT ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"6717","Closed","(37.7743253825375, -122.417104232083)","DPW Ops Queue","Intersection of 11TH ST and MISSION ST","Other"
"6718","Closed","(37.749634760922, -122.40519951493)","DPW Ops Queue","1499 POTRERO AVE, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6719","Closed","(37.7809687865214, -122.393187536233)","DPW Ops Queue","Intersection of JACK LONDON ALY and BRANNAN ST","Fallen_tree"
"6720","Closed","(37.751844907123, -122.404241905985)","DPW Ops Queue","Intersection of 25TH ST and SAN BRUNO AVE","Other"
"6721","Closed","(37.7112229352977, -122.455815690708)","DPW Ops Queue","Intersection of SAN JOSE AVE and SICKLES AVE","Other"
"6722","Closed","(37.757128653312, -122.410344453401)","DPW Ops Queue","907 FLORIDA ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"6723","Closed","(37.784589819686, -122.40949541269)","DPW Ops Queue","115 MASON ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6724","Closed","(37.784830370163, -122.409766478232)","DPW Ops Queue","141 MASON ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6725","Closed","(37.7543339375409, -122.47433447936)","DPW Ops Queue","Intersection of 17TH AVE and NORIEGA ST","Pruning_request"
"6726","Closed","(37.72699345736, -122.461242091205)","DPW BSM Queue","136 DORADO TER, SAN FRANCISCO, CA, 94112","Damaged_vandalism"
"6727","Closed","(37.708307786787, -122.432398658012)","DPW BUF Queue","150 CANYON DR, SAN FRANCISCO, CA, 94112","Weeding"
"6728","Closed","(37.708952591936, -122.430340412653)","DPW BUF Queue","10 CANYON DR, SAN FRANCISCO, CA, 94112","Weeding"
"6729","Closed","(37.77089605601, -122.414996527268)","DPW Ops Queue","Intersection of 12TH ST and FOLSOM ST","Other"
"6730","Closed","(37.749232902255, -122.425132446844)","DPW Ops Queue","1256 DOLORES ST, SAN FRANCISCO, CA, 94110","Empty_tree_basin"
"6731","Open","(37.769846740733, -122.415316908363)","DPW Ops Queue","1689 FOLSOM ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6732","Closed","(37.771907923462, -122.416560402576)","DPW Ops Queue","1585 HOWARD ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"6733","Closed","(37.759383123086, -122.446920403011)","DPW BUF Queue","20 VILLA TER, SAN FRANCISCO, CA, 94114","Weeding"
"6734","Closed","(37.731375871819, -122.396709300596)","DPW BUF Queue","386 THORNTON AVE, SAN FRANCISCO, CA, 94124","Weeding"
"6735","Closed","(37.7625210989845, -122.397495069824)","DPW Ops Queue","Intersection of 18TH ST and CONNECTICUT ST","Pruning_request"
"6736","Closed","(37.7562264044347, -122.432331223581)","311 Supervisor Queue","Intersection of 21ST ST and NOE ST","Fallen_tree"
"6737","Open","(37.721746933183, -122.452236634289)","DPW BUF Queue","71 EDGAR AVE, SAN FRANCISCO, CA, 94112","Other"
"6738","Closed","(37.7645074655626, -122.428664987734)","DPW Ops Queue","Intersection of CHURCH ST and 16TH ST","Fallen_tree"
"6739","Closed","(37.765446733013, -122.430765627121)","DPW Ops Queue","225 SANCHEZ ST, SAN FRANCISCO, CA, 94114","Other"
"6740","Closed","(37.768396666837, -122.427461687431)","DPW - Bureau of Urban Forestry - G","2011 MARKET ST, SAN FRANCISCO, CA, 94114","Other"
"6741","Closed","(37.768275629959, -122.42761475468)","DPW Ops Queue","2041 MARKET ST, SAN FRANCISCO, CA, 94114","Other"
"6742","Closed","(37.738346309376, -122.500425277199)","DPW Ops Queue","3100 VICENTE ST, SAN FRANCISCO, CA, 94116","Pruning_request"
"6743","Closed","(37.761436743568, -122.419481586066)","DPW Ops Queue","2214 MISSION ST, SAN FRANCISCO, CA, 94110","Other"
"6744","Closed","(37.762847749236, -122.419274943623)","DPW Ops Queue","2135 MISSION ST, SAN FRANCISCO, CA, 94110","Other"
"6745","Closed","(37.763650154051, -122.418628067457)","DPW Ops Queue","190 CAPP ST, SAN FRANCISCO, CA, 94110","Other"
"6746","Closed","(37.76404592259, -122.418756231265)","DPW Ops Queue","154 CAPP ST, SAN FRANCISCO, CA, 94110","Other"
"6747","Open","(37.763360266822, -122.437864901845)","DPW Ops Queue","100 STATES ST, SAN FRANCISCO, CA, 94114","Pruning_request"
"6748","Closed","(37.756147187525, -122.429911615968)","DPW Ops Queue","801 SANCHEZ ST, SAN FRANCISCO, CA, 94114","About_to_fall"
"6749","Closed","(37.75861093932, -122.406729622428)","DPW Ops Queue","887 POTRERO AVE, SAN FRANCISCO, CA, 94110","Pruning_request"
"6750","Open","(37.800685005499, -122.424156081216)","DPW Ops Queue","2700 VAN NESS AVE, SAN FRANCISCO, CA, 94109","Other"
"6751","Closed","(37.760874417282, -122.422198344414)","DPW Ops Queue","49 LAPIDGE ST, SAN FRANCISCO, CA, 94110","Other"
"6752","Closed","(37.76404592259, -122.418756231265)","DPW Ops Queue","154 CAPP ST, SAN FRANCISCO, CA, 94110","Other"
"6753","Closed","(37.763049866763, -122.417101435561)","DPW Ops Queue","629 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","Other"
"6754","Closed","(37.763049866763, -122.417101435561)","DPW Ops Queue","629 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","Other"
"6755","Closed","(37.7587642865182, -122.416872544919)","DPW Ops Queue","Intersection of 20TH ST and SOUTH VAN NESS AVE","Other"
"6756","Closed","(37.758827338754, -122.417514793012)","DPW Ops Queue","3428 20TH ST, SAN FRANCISCO, CA, 94110","Other"
"6757","Closed","(37.709238793316, -122.461601891228)","DPW Ops Queue","247 WILSON ST, SAN FRANCISCO, CA, 94112","Damaged_vandalism"
"6758","Closed","(37.7774936976677, -122.416291745347)","DPW Ops Queue","Intersection of 9TH ST and LARKIN ST","Damaged_vandalism"
"6759","Closed","(37.767013796033, -122.418288299392)","DPW Ops Queue","1385 NATOMA ST, SAN FRANCISCO, CA, 94103","Pruning_request"
"6760","Closed","(37.731552909941, -122.383307628896)","DPW BUF Queue","5 WHITFIELD CT, SAN FRANCISCO, CA, 94124","Other"
"6761","Closed","(37.7365026058028, -122.44360212509)","DPW Ops Queue","Intersection of MALTA DR and OSHAUGHNESSY BLVD","Other"
"6762","Closed","(37.750773040521, -122.44278257813)","DPW BUF Queue","Intersection of GRAND VIEW AVE and 24TH ST","Vacant_lot_weeding"
"6763","Open","(37.719765490985, -122.397810989202)","DPW Ops Queue","1089 KEY AVE, SAN FRANCISCO, CA, 94124","Lawn_mowing"
"6764","Closed","(37.784442028518, -122.390969827208)","DPW Ops Queue","540 DELANCEY ST, SAN FRANCISCO, CA, 94107","Damaged_vandalism"
"6765","Closed","(37.774389949447, -122.451370260046)","DPW Ops Queue","59 COLE ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"6766","Closed","(37.776693919104, -122.421518921077)","DPW Ops Queue","233 FRANKLIN ST, SAN FRANCISCO, CA, 94102","Pruning_request"
"6767","Closed","(37.728842703787, -122.420325858562)","DPW Ops Queue","750 SILVER AVE, SAN FRANCISCO, CA, 94134","Blocking_sidewalk"
"6768","Closed","(37.777863738999, -122.421793917404)","DPW Ops Queue","301 GROVE ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"6769","Closed","(37.7905652394825, -122.405573712532)","DPW Ops Queue","Intersection of BUSH ST and GRANT AVE","Damaged_vandalism"
"6770","Closed","(37.77764011004, -122.422482190979)","DPW Ops Queue","266 IVY ST, SAN FRANCISCO, CA, 94102","Near_communication_line"
